scientificName,phylum,class,order,family,genus,target_group,Genus,FBname,Length,LTypeMaxM,DemersPelag,DepthRangeShallow,DepthRangeDeep,BodyShapeI,AnaCat,Importance,MainCatchingMethod
Lobianchia dofleini,Chordata,Teleostei,Myctophiformes,Myctophidae,Lobianchia,fish,Lobianchia,Dofleini's lantern fish,6,TL,bathypelagic,0,4000,fusiform / normal,oceanodromous,NA,seines
Maurolicus weitzmani,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Maurolicus,fish,Maurolicus,Atlantic pearlside,5.199999809265137,SL,bathypelagic,0,100,elongated,NA,NA,NA
Ceratoscopelus warmingii,Chordata,Teleostei,Myctophiformes,Myctophidae,Ceratoscopelus,fish,Ceratoscopelus,Warming's lantern fish,10.199999809265137,TL,bathypelagic,391,2056,elongated,oceanodromous,NA,NA
Bathylagus euryops,Chordata,Teleostei,Argentiniformes,Bathylagidae,Bathylagus,fish,Bathylagus,Goiter blacksmelt,20,TL,bathypelagic,216,3237,elongated,NA,NA,NA
Alepocephalus agassizii,Chordata,Teleostei,Alepocephaliformes,Alepocephalidae,Alepocephalus,fish,Alepocephalus,Agassiz' slickhead,123,SL,bathydemersal,600,2500,elongated,NA,of potential interest,NA
Peristedion miniatum,Chordata,Teleostei,Perciformes,Peristediidae,Peristedion,fish,Peristedion,Armored searobin,30,TL,bathydemersal,64,910,fusiform / normal,NA,NA,NA
Notolychnus valdiviae,Chordata,Teleostei,Myctophiformes,Myctophidae,Notolychnus,fish,Notolychnus,Topside lampfish,6.300000190734863,TL,bathypelagic,25,700,elongated,oceanodromous,NA,NA
Notacanthus chemnitzii,Chordata,Teleostei,Notacanthiformes,Notacanthidae,Notacanthus,fish,Notacanthus,Snubnosed spiny eel,120,TL,benthopelagic,125,3285,elongated,NA,of no interest,trawls
Icelus bicornis,Chordata,Teleostei,Perciformes,Cottidae,Icelus,fish,Icelus,Twohorn sculpin,15.699999809265137,SL,demersal,0,930,elongated,NA,NA,NA
Sphoeroides maculatus,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Sphoeroides,fish,Sphoeroides,Northern puffer,36,TL,demersal,10,183,short and / or deep,NA,minor commercial,traps
Scyliorhinus retifer,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,fish,Scyliorhinus,Chain catshark,48,TL,demersal,36,750,elongated,NA,of no interest,NA
Etropus microstomus,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Etropus,fish,Etropus,Smallmouth flounder,13,TL,demersal,NA,91,other,oceanodromous,NA,NA
Gonichthys cocco,Chordata,Teleostei,Myctophiformes,Myctophidae,Gonichthys,fish,Gonichthys,Cocco’s lanternfish,6,SL,bathypelagic,0,1450,elongated,oceanodromous,NA,NA
Trachyrincus murrayi,Chordata,Teleostei,Gadiformes,Macrouridae,Trachyrincus,fish,Trachyrincus,Roughnose grenadier,37,TL,benthopelagic,0,1630,eel-like,NA,NA,NA
Conger oceanicus,Chordata,Teleostei,Anguilliformes,Congridae,Conger,fish,Conger,American conger,230,TL,demersal,1,477,eel-like,oceanodromous,minor commercial,hooks and lines
Myctophum punctatum,Chordata,Teleostei,Myctophiformes,Myctophidae,Myctophum,fish,Myctophum,Spotted lanternfish,11,SL,bathypelagic,0,1000,elongated,oceanodromous,NA,seines
Pteroplatytrygon violacea,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pteroplatytrygon,fish,Pteroplatytrygon,Pelagic stingray,96,WD,pelagic-oceanic,1,381,other,NA,commercial,hooks and lines
Liparis inquilinus,Chordata,Teleostei,Perciformes,Liparidae,Liparis,fish,Liparis,Inquiline snailfish,7.099999904632568,TL,demersal,3,97,elongated,NA,NA,NA
Kajikia albida,Chordata,Teleostei,Carangiformes,Istiophoridae,Kajikia,fish,Kajikia,Atlantic white marlin,300,TL,pelagic-oceanic,0,150,elongated,oceanodromous,minor commercial,hooks and lines
Stichaeus punctatus,Chordata,Teleostei,Perciformes,Stichaeidae,Stichaeus,fish,Stichaeus,Arctic shanny,22,TL,demersal,0,100,elongated,NA,NA,NA
Argyropelecus hemigymnus,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Argyropelecus,fish,Argyropelecus,Half-naked hatchetfish,5.099999904632568,TL,bathypelagic,0,2400,short and / or deep,NA,of no interest,NA
Diaphus dumerilii,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,fish,Diaphus,Dumeril's lanternfish,9.5,TL,pelagic-oceanic,0,805,fusiform / normal,oceanodromous,NA,NA
Morone americana,Chordata,Teleostei,Eupercaria incertae sedis,Moronidae,Morone,fish,Morone,White perch,58,TL,benthopelagic,0,10,elongated,anadromous,minor commercial,seines
Leiostomus xanthurus,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Leiostomus,fish,Leiostomus,Spot croaker,36,TL,demersal,NA,60,fusiform / normal,oceanodromous,commercial,seines
Stephanolepis hispida,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Stephanolepis,fish,Stephanolepis,Planehead filefish,36.900001525878906,TL,reef-associated,0,293,short and / or deep,NA,subsistence fisheries,NA
Lycenchelys verrillii,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys,fish,Lycenchelys,Wolf eelpout,25,TL,bathydemersal,46,1100,elongated,NA,NA,NA
Cyclothone microdon,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,fish,Cyclothone,Veiled anglemouth,7.599999904632568,TL,bathypelagic,200,5301,elongated,NA,of no interest,NA
Catostomus commersonii,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,fish,Catostomus,White sucker,65,TL,demersal,NA,NA,fusiform / normal,NA,minor commercial,NA
Magnisudis atlantica,Chordata,Teleostei,Aulopiformes,Paralepididae,Magnisudis,fish,Magnisudis,Duckbill barracudina,56,SL,pelagic-oceanic,0,4750,elongated,oceanodromous,NA,NA
Bolinichthys indicus,Chordata,Teleostei,Myctophiformes,Myctophidae,Bolinichthys,fish,Bolinichthys,Lanternfish,4.599999904632568,SL,bathypelagic,25,900,other,non-migratory,NA,NA
Brevoortia tyrannus,Chordata,Teleostei,Clupeiformes,Alosidae,Brevoortia,fish,Brevoortia,Atlantic menhaden,50,TL,pelagic-neritic,0,50,fusiform / normal,oceanodromous,highly commercial,seines
Diogenichthys atlanticus,Chordata,Teleostei,Myctophiformes,Myctophidae,Diogenichthys,fish,Diogenichthys,Longfin lanternfish,2.9000000953674316,SL,bathypelagic,0,1050,elongated,oceanodromous,NA,NA
Notoscopelus resplendens,Chordata,Teleostei,Myctophiformes,Myctophidae,Notoscopelus,fish,Notoscopelus,Patchwork lampfish,9.5,SL,bathypelagic,777,2121,elongated,oceanodromous,NA,NA
Lepidophanes guentheri,Chordata,Teleostei,Myctophiformes,Myctophidae,Lepidophanes,fish,Lepidophanes,Günther’s lanternfish,8,TL,pelagic-oceanic,40,750,elongated,oceanodromous,NA,NA
Micropogonias undulatus,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Micropogonias,fish,Micropogonias,Atlantic croaker,55,TL,demersal,NA,100,fusiform / normal,NA,commercial,seines
Anchoa hepsetus,Chordata,Teleostei,Clupeiformes,Engraulidae,Anchoa,fish,Anchoa,Broad-striped anchovy,15.300000190734863,TL,pelagic-neritic,1,70,elongated,NA,minor commercial,NA
Lampanyctus crocodilus,Chordata,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,fish,Lampanyctus,Jewel lanternfish,30,SL,bathypelagic,0,1200,elongated,oceanodromous,of potential interest,NA
Chiasmodon niger,Chordata,Teleostei,Scombriformes,Chiasmodontidae,Chiasmodon,fish,Chiasmodon,Black swallower,25,SL,pelagic-oceanic,700,2745,elongated,NA,of no interest,NA
Lycodes esmarkii,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes,fish,Lycodes,Greater eelpout,75,TL,bathydemersal,143,1090,elongated,NA,NA,NA
Diaphus mollis,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,fish,Diaphus,Soft lanternfish,6.599999904632568,SL,bathypelagic,50,600,fusiform / normal,oceanodromous,NA,NA
Polymixia lowei,Chordata,Teleostei,Polymixiiformes,Polymixiidae,Polymixia,fish,Polymixia,Beardfish,29.399999618530273,TL,benthopelagic,50,600,fusiform / normal,NA,minor commercial,NA
Cryptopsaras couesii,Chordata,Teleostei,Lophiiformes,Ceratiidae,Cryptopsaras,fish,Cryptopsaras,Triplewart seadevil,7.300000190734863,TL,bathypelagic,0,3085,short and / or deep,NA,of no interest,NA
Ammodytes americanus,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,fish,Ammodytes,American sand lance,23.5,TL,demersal,0,73,elongated,NA,of potential interest,NA
Cyclothone braueri,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,fish,Cyclothone,Garrick,4.599999904632568,SL,bathypelagic,10,2000,elongated,NA,of no interest,NA
Selene setapinnis,Chordata,Teleostei,Carangiformes,Carangidae,Selene,fish,Selene,Atlantic moonfish,60,TL,benthopelagic,0,55,fusiform / normal,NA,highly commercial,NA
Decapterus punctatus,Chordata,Teleostei,Carangiformes,Carangidae,Decapterus,fish,Decapterus,Round scad,30,SL,reef-associated,0,100,fusiform / normal,NA,minor commercial,seines
Lampanyctus macdonaldi,Chordata,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,fish,Lampanyctus,Rakery beaconlamp,16,SL,bathypelagic,60,1464,elongated,oceanodromous,NA,NA
Hygophum benoiti,Chordata,Teleostei,Myctophiformes,Myctophidae,Hygophum,fish,Hygophum,Benoit's lanternfish,7.800000190734863,TL,bathypelagic,51,700,fusiform / normal,oceanodromous,NA,NA
Careproctus reinhardti,Chordata,Teleostei,Perciformes,Liparidae,Careproctus,fish,Careproctus,Sea tadpole,30,TL,bathydemersal,75,1750,elongated,NA,of no interest,NA
Parasudis truculenta,Chordata,Teleostei,Aulopiformes,Chlorophthalmidae,Parasudis,fish,Parasudis,Longnose greeneye,25,TL,demersal,NA,479,elongated,NA,NA,NA
Trachurus lathami,Chordata,Teleostei,Carangiformes,Carangidae,Trachurus,fish,Trachurus,Rough scad,40,TL,reef-associated,30,200,fusiform / normal,NA,commercial,trawls
Sphyrna lewini,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,fish,Sphyrna,Scalloped hammerhead,430,TL,pelagic-oceanic,0,1043,elongated,oceanodromous,commercial,various gears
Diaphus rafinesquii,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,fish,Diaphus,White-spotted lantern fish,9.399999618530273,TL,bathypelagic,40,2173,elongated,oceanodromous,NA,NA
Lobianchia gemellarii,Chordata,Teleostei,Myctophiformes,Myctophidae,Lobianchia,fish,Lobianchia,Cocco's lantern fish,6,SL,bathypelagic,25,800,elongated,oceanodromous,NA,NA
Catostomus catostomus,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus,fish,Catostomus,Longnose sucker,64,TL,demersal,NA,180,fusiform / normal,NA,minor commercial,NA
Malacosteus niger,Chordata,Teleostei,Stomiiformes,Stomiidae,Malacosteus,fish,Malacosteus,Stoplight loosejaw,25.600000381469727,TL,bathypelagic,500,3886,elongated,NA,of no interest,NA
Tautoga onitis,Chordata,Teleostei,Eupercaria incertae sedis,Labridae,Tautoga,fish,Tautoga,Tautog,91,TL,reef-associated,1,75,fusiform / normal,NA,minor commercial,hooks and lines
Simenchelys parasitica,Chordata,Teleostei,Anguilliformes,Synaphobranchidae,Simenchelys,fish,Simenchelys,Snubnosed eel,61,TL,bathydemersal,100,3000,eel-like,NA,of no interest,NA
Lampanyctus ater,Chordata,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,fish,Lampanyctus,Dusky lanternfish,18.100000381469727,SL,bathypelagic,60,1100,elongated,oceanodromous,NA,NA
Menticirrhus saxatilis,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,fish,Menticirrhus,Northern kingfish,46,TL,demersal,10,NA,fusiform / normal,NA,minor commercial,trawls
Eurypharynx pelecanoides,Chordata,Teleostei,Saccopharyngiformes,Eurypharyngidae,Eurypharynx,fish,Eurypharynx,Pelican eel,100,TL,bathypelagic,500,7625,eel-like,NA,of no interest,NA
Harriotta raleighana,Chordata,Holocephali,Chimaeriformes,Rhinochimaeridae,Harriotta,fish,Harriotta,Pacific longnose chimaera,120,OT,bathydemersal,200,3100,elongated,NA,of no interest,NA
Diogenichthys laternatus,Chordata,Teleostei,Myctophiformes,Myctophidae,Diogenichthys,fish,Diogenichthys,Diogenes lanternfish,5,TL,pelagic-oceanic,0,2091,fusiform / normal,NA,NA,NA
Perca flavescens,Chordata,Teleostei,Perciformes,Percidae,Perca,fish,Perca,American yellow perch,50,TL,benthopelagic,0,56,fusiform / normal,NA,commercial,seines
Chauliodus danae,Chordata,Teleostei,Stomiiformes,Stomiidae,Chauliodus,fish,Chauliodus,Dana viperfish,15,SL,bathypelagic,0,500,elongated,oceanodromous,NA,NA
Myliobatis freminvillei,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,fish,Myliobatis,Bullnose eagle ray,129,WD,benthopelagic,0,100,other,NA,minor commercial,hooks and lines
Nessorhamphus ingolfianus,Chordata,Teleostei,Anguilliformes,Derichthyidae,Nessorhamphus,fish,Nessorhamphus,Duckbill oceanic eel,60,TL,bathypelagic,0,1800,eel-like,NA,NA,NA
Myctophum affine,Chordata,Teleostei,Myctophiformes,Myctophidae,Myctophum,fish,Myctophum,Metallic lantern fish,7.900000095367432,SL,bathypelagic,0,600,fusiform / normal,oceanodromous,NA,NA
Gaidropsarus ensis,Chordata,Teleostei,Gadiformes,Gaidropsaridae,Gaidropsarus,fish,Gaidropsarus,Threadfin rockling,40,TL,benthopelagic,0,2000,elongated,NA,of no interest,NA
Caranx crysos,Chordata,Teleostei,Carangiformes,Carangidae,Caranx,fish,Caranx,Blue runner,70,TL,reef-associated,0,100,fusiform / normal,NA,minor commercial,NA
Dibranchus atlanticus,Chordata,Teleostei,Lophiiformes,Ogcocephalidae,Dibranchus,fish,Dibranchus,Atlantic batfish,39.400001525878906,TL,bathydemersal,45,1300,other,NA,commercial,NA
Carcharhinus plumbeus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,fish,Carcharhinus,Sandbar shark,300,TL,benthopelagic,0,500,fusiform / normal,oceanodromous,commercial,various gears
Valenciennellus tripunctulatus,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Valenciennellus,fish,Valenciennellus,Constellationfish,3.0999999046325684,SL,bathypelagic,100,1000,fusiform / normal,non-migratory,NA,NA
Lampanyctus alatus,Chordata,Teleostei,Myctophiformes,Myctophidae,Lampanyctus,fish,Lampanyctus,Winged lanternfish,6.099999904632568,SL,bathypelagic,40,1500,elongated,oceanodromous,NA,NA
Centroscymnus coelolepis,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,fish,Centroscymnus,Portuguese dogfish,121,TL,bathydemersal,128,3700,elongated,NA,minor commercial,trawls
Diplospinus multistriatus,Chordata,Teleostei,Scombriformes,Gempylidae,Diplospinus,fish,Diplospinus,Striped escolar,33,SL,benthopelagic,50,1000,elongated,NA,subsistence fisheries,NA
Ariosoma balearicum,Chordata,Teleostei,Anguilliformes,Congridae,Ariosoma,fish,Ariosoma,Bandtooth conger,35,TL,reef-associated,1,732,eel-like,oceanodromous,minor commercial,NA
Vinciguerria attenuata,Chordata,Teleostei,Stomiiformes,Phosichthyidae,Vinciguerria,fish,Vinciguerria,Slender lightfish,4.5,TL,bathypelagic,100,2000,fusiform / normal,NA,NA,NA
Benthosema suborbitale,Chordata,Teleostei,Myctophiformes,Myctophidae,Benthosema,fish,Benthosema,Smallfin lanternfish,3.9000000953674316,SL,bathypelagic,50,2500,fusiform / normal,oceanodromous,NA,NA
Thunnus atlanticus,Chordata,Teleostei,Scombriformes,Scombridae,Thunnus,fish,Thunnus,Blackfin tuna,107.94999694824219,FL,pelagic-oceanic,0,50,fusiform / normal,oceanodromous,commercial,hooks and lines
Symbolophorus veranyi,Chordata,Teleostei,Myctophiformes,Myctophidae,Symbolophorus,fish,Symbolophorus,Large-scale lantern fish,12.5,TL,bathypelagic,0,800,fusiform / normal,oceanodromous,NA,NA
Rajella fyllae,Chordata,Elasmobranchii,Rajiformes,Rajidae,Rajella,fish,Rajella,Round ray,60,TL,bathydemersal,147,2055,other,NA,of no interest,NA
Mobula birostris,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,fish,Mobula,Giant manta,910,WD,reef-associated,0,1000,other,oceanodromous,minor commercial,NA
Anoplogaster cornuta,Chordata,Teleostei,Trachichthyiformes,Anoplogastridae,Anoplogaster,fish,Anoplogaster,Common fangtooth,18,TL,bathypelagic,2,4992,short and / or deep,NA,of no interest,trawls
Scopelogadus beanii,Chordata,Teleostei,Beryciformes,Melamphaidae,Scopelogadus,fish,Scopelogadus,Bean's bigscale,NA,NA,bathypelagic,0,2500,fusiform / normal,NA,of no interest,NA
Bolinichthys photothorax,Chordata,Teleostei,Myctophiformes,Myctophidae,Bolinichthys,fish,Bolinichthys,Spurcheek lanternfish,7.300000190734863,SL,bathypelagic,40,750,fusiform / normal,oceanodromous,NA,NA
Squatina dumeril,Chordata,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,fish,Squatina,Atlantic angel shark,152,TL,bathydemersal,1,1375,other,NA,minor commercial,NA
Lampadena speculigera,Chordata,Teleostei,Myctophiformes,Myctophidae,Lampadena,fish,Lampadena,Mirror lanternfish,15.300000190734863,SL,bathypelagic,0,1000,elongated,oceanodromous,NA,NA
Cottus cognatus,Chordata,Teleostei,Perciformes,Cottidae,Cottus,fish,Cottus,Slimy sculpin,12.100000381469727,TL,demersal,6,128,elongated,NA,of no interest,NA
Polyipnus clarus,Chordata,Teleostei,Stomiiformes,Sternoptychidae,Polyipnus,fish,Polyipnus,Slope hatchetfish,6,SL,bathydemersal,0,833,short and / or deep,NA,NA,NA
Ophidion marginatum,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Ophidion,fish,Ophidion,Striped cusk-eel,25,TL,demersal,NA,NA,eel-like,NA,of no interest,NA
Coregonus clupeaformis,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,fish,Coregonus,Lake whitefish,100,TL,benthopelagic,8,128,fusiform / normal,anadromous,commercial,seines
Decapterus macarellus,Chordata,Teleostei,Carangiformes,Carangidae,Decapterus,fish,Decapterus,Mackerel scad,46,TL,pelagic-oceanic,0,400,fusiform / normal,NA,commercial,various gears
Derichthys serpentinus,Chordata,Teleostei,Anguilliformes,Derichthyidae,Derichthys,fish,Derichthys,Narrownecked oceanic eel,40,TL,bathypelagic,0,2000,eel-like,NA,of no interest,trawls
Cyclothone pallida,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,fish,Cyclothone,Tan bristlemouth,4.800000190734863,SL,bathypelagic,16,4663,elongated,NA,of no interest,NA
Antigonia capros,Chordata,Teleostei,Acanthuriformes,Antigoniidae,Antigonia,fish,Antigonia,Deepbody boarfish,30.5,TL,demersal,50,900,short and / or deep,NA,minor commercial,trawls
Notoscopelus kroyeri,Chordata,Teleostei,Myctophiformes,Myctophidae,Notoscopelus,fish,Notoscopelus,Lancet fish,14.300000190734863,SL,pelagic-oceanic,0,1000,elongated,oceanodromous,NA,NA
Trachinocephalus myops,Chordata,Teleostei,Aulopiformes,Synodontidae,Trachinocephalus,fish,Trachinocephalus,Snakefish,32.599998474121094,TL,reef-associated,0,400,elongated,NA,minor commercial,various gears
Katsuwonus pelamis,Chordata,Teleostei,Scombriformes,Scombridae,Katsuwonus,fish,Katsuwonus,Skipjack tuna,110,FL,pelagic-oceanic,0,260,fusiform / normal,oceanodromous,highly commercial,seines
Zaphotias pedaliotus,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Zaphotias,fish,Zaphotias,Longray fangjaw,7.5,SL,bathypelagic,100,1200,elongated,NA,of no interest,trawls
Halosauropsis macrochir,Chordata,Teleostei,Notacanthiformes,Halosauridae,Halosauropsis,fish,Halosauropsis,Abyssal halosaur,90,TL,bathydemersal,1100,3300,eel-like,NA,NA,NA
Galeocerdo cuvier,Chordata,Elasmobranchii,Carcharhiniformes,Galeocerdonidae,Galeocerdo,fish,Galeocerdo,Tiger shark,750,TL,benthopelagic,0,800,fusiform / normal,oceanodromous,commercial,various gears
Diaphus effulgens,Chordata,Teleostei,Myctophiformes,Myctophidae,Diaphus,fish,Diaphus,Headlight fish,15,SL,bathypelagic,0,6000,fusiform / normal,non-migratory,of no interest,NA
Lycenchelys paxillus,Chordata,Teleostei,Perciformes,Zoarcidae,Lycenchelys,fish,Lycenchelys,Common wolf eel,17.5,SL,bathydemersal,46,1525,eel-like,NA,NA,NA
Dolicholagus longirostris,Chordata,Teleostei,Argentiniformes,Bathylagidae,Dolicholagus,fish,Dolicholagus,Longsnout blacksmelt,17.5,SL,bathypelagic,200,1497,elongated,NA,of no interest,NA
Synagrops bellus,Chordata,Teleostei,Acropomatiformes,Acropomatidae,Synagrops,fish,Synagrops,Blackmouth bass,23,SL,bathydemersal,60,910,fusiform / normal,NA,of no interest,NA
Fundulus majalis,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,fish,Fundulus,Striped killifish,18,TL,benthopelagic,0,1,elongated,non-migratory,commercial,NA
Notemigonus crysoleucas,Chordata,Teleostei,Cypriniformes,Cyprinidae,Notemigonus,fish,Notemigonus,Golden shiner,32,TL,demersal,10,NA,fusiform / normal,NA,minor commercial,NA
Etmopterus princeps,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,fish,Etmopterus,Great lanternshark,94,TL,bathydemersal,300,2213,elongated,NA,of no interest,NA
Macroramphosus scolopax,Chordata,Teleostei,Syngnathiformes,Centriscidae,Macroramphosus,fish,Macroramphosus,Longspine snipefish,20,TL,demersal,25,600,short and / or deep,NA,commercial,trawls
Hippocampus erectus,Chordata,Teleostei,Syngnathiformes,Syngnathidae,Hippocampus,fish,Hippocampus,Lined seahorse,19,OT,reef-associated,0,100,other,non-migratory,minor commercial,NA
Centrobranchus nigroocellatus,Chordata,Teleostei,Myctophiformes,Myctophidae,Centrobranchus,fish,Centrobranchus,Roundnose lanternfish,5,SL,bathypelagic,0,700,elongated,oceanodromous,NA,NA
